1	0	0	32	32	0	0
2	32	0	32	32	0	0
3	0	32	32	32	0	0
4	32	32	32	32	0	0
5	64	0	32	32	0	0
6	64	32	32	32	0	0
7	96	0	32	32	0	0
8	128	32	32	32	0	0
9	128	64	32	32	0	0
10	96	32	32	32	0	0
11	128	0	32	32	0	0
12	160	0	32	32	0	0
13	192	0	32	32	0	0
14	224	0	32	32	0	0
15	224	32	32	32	0	0
16	224	64	32	32	0	0
17	192	64	32	32	0	0
18	192	32	32	32	0	0
19	160	32	32	32	0	0
20	160	64	32	32	0	0
21	256	0	32	32	0	0
22	288	0	32	32	0	0
23	288	32	32	32	0	0
24	256	32	32	32	0	0
25	256	64	32	32	0	0
26	288	64	32	32	0	0
27	320	64	32	32	0	0
28	352	64	32	32	0	0
29	320	32	32	32	0	0
30	320	0	32	32	0	0
31	352	0	32	32	0	0
32	352	32	32	32	0	0
33	384	32	32	32	0	0
34	384	0	32	32	0	0
35	416	0	32	32	0	0
36	416	32	32	32	0	0
37	0	64	32	32	0	0
38	32	64	32	32	0	0
39	64	64	32	32	0	0
40	96	64	32	32	0	0
41	0	96	32	32	0	0
42	32	96	32	32	0	0
43	64	96	32	32	0	0
44	96	96	32	32	0	0
45	128	96	32	32	0	0
46	160	96	32	32	0	0
47	192	96	32	32	0	0
48	224	96	32	32	0	0
49	256	96	32	32	0	0
50	288	96	32	32	0	0
51	320	96	32	32	0	0
52	352	96	32	32	0	0
53	384	96	32	32	0	0
54	416	96	32	32	0	0
55	384	64	32	32	0	0
56	416	64	32	32	0	0
57	448	0	32	32	0	0
58	448	32	32	32	0	0
59	448	64	32	32	0	0
60	448	96	32	32	0	0
61	480	0	32	32	0	0
62	480	32	32	32	0	0
63	480	64	32	32	0	0
64	480	96	32	32	0	0
65	192	128	32	32	0	0
66	224	128	32	32	0	0
67	256	128	32	32	0	0
68	288	128	32	32	0	0
69	320	128	32	32	0	0
70	352	128	32	32	0	0
71	384	128	32	32	0	0
72	416	128	32	32	0	0
73	448	128	32	32	0	0
74	480	128	32	32	0	0
75	192	160	32	32	0	0
76	224	160	32	32	0	0
77	256	160	32	32	0	0
78	288	160	32	32	0	0
79	320	160	32	32	0	0
80	352	160	32	32	0	0
81	384	160	32	32	0	0
82	416	160	32	32	0	0
83	448	160	32	32	0	0
84	480	160	32	32	0	0
85	96	128	32	32	0	0
86	128	128	32	32	0	0
87	160	128	32	32	0	0
