1	0	0	28	47	0	0
2	64	0	28	47	0	0
3	128	0	27	48	0	0
4	192	0	26	49	0	0
5	256	0	28	48	0	0
6	320	0	28	47	0	0
7	384	0	27	48	0	0
8	448	0	26	49	0	0
9	512	0	28	48	0	0
10	5	63	21	48	0	0
11	67	63	21	48	0	0
12	133	63	19	47	0	0
13	197	63	21	47	0	0
14	259	63	25	48	0	0
15	322	63	27	48	0	0
16	388	63	24	48	0	0
17	453	63	21	48	0	0
18	517	63	19	48	0	0
19	0	126	28	49	0	0
20	64	126	28	49	0	0
21	129	126	27	50	0	0
22	194	127	25	49	0	0
23	256	126	28	50	0	0
24	320	126	28	49	0	0
25	384	126	27	50	0	0
26	449	127	25	49	0	0
27	512	126	28	50	0	0
28	3	191	22	48	0	0
29	68	191	21	48	0	0
30	132	191	20	47	0	0
31	194	191	22	47	0	0
32	256	191	25	48	0	0
33	319	191	27	48	0	0
34	384	191	24	48	0	0
35	450	191	22	48	0	0
36	516	191	20	48	0	0
